Id,Sales
409,13177.363
410,12368.18
411,14226.106
412,11776.359
413,12984.116
414,8974.009
415,8245.117
416,12604.257
417,8749.672
418,8619.62
419,8286.603
420,7994.827
421,16170.144
422,8489.9375
423,6503.1943
424,5261.4336
425,7539.9604
426,9063.456
427,10989.998
428,9410.372
429,5568.192
430,7345.5103
431,8521.256
432,4079.1653
433,11754.991
434,15163.382
435,7195.1294
436,7262.1655
437,9080.674
438,7205.2246
439,9167.778
440,7264.4243
441,6007.266
442,8820.474
443,8039.182
444,5312.564
445,11223.067
446,8612.786
447,6219.488
448,10738.013
449,11547.809
450,8169.152
451,6939.882
452,11267.367
453,8174.636
454,6107.148
455,17201.275
456,12427.57
457,8420.49
458,8432.946
459,6019.7075
460,6628.903
461,8367.486
462,7884.6284
463,7277.882
464,6967.73
465,9974.19
466,8212.448
467,9726.048
468,12741.505
469,10153.43
470,11328.815
471,5199.18
472,8649.692
473,8404.201
474,11694.878
475,9779.82
476,8015.467
477,6125.6143
478,8875.006
479,8339.681
480,0.0
481,9297.385
482,8583.916
483,9067.29
484,8680.54
485,10219.74
486,8080.2627
487,7326.7524
488,9494.002
489,8832.845
490,9104.443
491,11408.287
492,8263.13
493,7268.096
494,13775.253
495,7083.881
496,3776.9133
497,13052.098
498,10777.011
499,17373.025
500,6781.833
501,7689.4146
502,7534.7407
503,11549.105
504,7821.033
505,10606.133
506,4948.3374
507,9542.645
508,7744.3203
509,6841.977
510,8558.915
511,7618.796
512,13217.087
513,5700.9556
514,12492.5625
515,9810.792
516,10790.235
517,7400.1025
518,10352.48
519,8323.293
520,10232.022
521,11181.203
522,8148.381
523,11211.104
524,11646.379
525,12491.89
526,6334.189
527,5204.8354
528,10210.749
529,10171.66
530,11244.109
531,9447.635
532,9045.221
533,11244.676
534,9927.96
535,10399.375
536,9798.273
537,8064.4683
538,12516.44
539,16728.932
540,9169.865
541,6380.418
542,8290.277
543,6471.85
544,0.0
545,12521.309
546,7154.6133
547,12097.799
548,8407.411
549,9222.833
550,10816.409
551,13263.272
552,6480.5435
553,7439.967
554,9004.038
555,8884.045
556,7015.298
557,9261.569
558,8697.189
559,11311.806
560,10235.481
561,8386.718
562,7383.5996
563,5591.5273
564,8396.625
565,12233.96
566,11870.44
567,6257.174
568,16294.699
569,7876.6646
570,6993.5103
571,10305.191
572,10776.737
573,11385.562
574,8614.765
575,10480.722
576,11810.84
577,10543.644
578,8855.852
579,8477.159
580,8234.486
581,7377.1543
582,5211.457
583,7944.0557
584,10544.289
585,23197.855
586,7620.3467
587,6928.7886
588,11418.083
589,5338.139
590,8073.5615
591,4950.0
592,8801.016
593,7151.1064
594,7326.662
595,17683.387
596,10796.6875
597,6695.3477
598,8782.539
599,4754.9893
600,9590.9795
601,5947.76
602,8979.099
603,6847.467
604,5861.2964
605,7460.9966
606,7029.5073
607,10089.316
608,10352.657
609,4885.9404
610,9155.214
611,11314.61
612,11724.777
613,7284.494
614,6905.879
615,8933.435
616,7785.0605
617,12248.759
618,6784.301
619,6974.04
620,9476.774
621,7386.128
622,5774.6987
623,7900.39
624,13402.806
625,11364.518
626,13167.182
627,7115.3076
628,9169.029
629,6970.655
630,7443.9185
631,6868.2466
632,9092.197
633,7660.8555
634,9524.879
635,7830.8228
636,7656.814
637,8293.818
638,6238.565
639,9882.556
640,8500.523
641,16306.741
642,10307.373
643,6451.2446
644,7618.534
645,5011.918
646,9697.216
647,20252.217
648,7144.085
649,5930.2495
650,10692.707
651,7889.344
652,6708.9307
653,9885.976
654,9084.896
655,5945.8906
656,5889.7896
657,11092.052
658,11345.792
659,8412.463
660,9210.861
661,7622.467
662,8819.262
663,8193.729
664,4987.4644
665,9434.491
666,10747.842
667,10029.046
668,8464.142
669,10006.569
670,8681.676
671,11091.6455
672,8020.771
673,9676.623
674,6215.596
675,7321.1357
676,8059.835
677,0.0
678,9173.958
679,6734.3584
680,7487.839
681,8038.7173
682,7015.42
683,7047.665
684,8737.58
685,10873.361
686,11305.687
687,9350.191
688,8311.507
689,7908.2085
690,11036.536
691,10875.31
692,8784.091
693,4593.4834
694,8954.516
695,7305.1313
696,7160.981
697,11862.079
698,6934.3154
699,9652.863
700,13947.474
701,7772.704
702,6398.689
703,12070.757
704,12434.845
705,6200.7944
706,11566.823
707,11750.67
708,8142.8877
709,8823.187
710,8685.312
711,8342.998
712,7439.4385
713,9539.534
714,6821.059
715,7857.032
716,8972.108
717,9386.469
718,9175.959
719,7797.4614
720,9541.255
721,5330.5093
722,10332.642
723,9293.766
724,8705.868
725,8755.449
726,10673.16
727,11254.009
728,7376.964
729,8290.511
730,7692.61
731,8966.073
732,7074.609
733,5787.367
734,6024.978
735,10928.402
736,9515.961
737,7273.6567
738,12636.919
739,7443.3086
740,8802.228
741,7193.1
742,7418.8594
743,8784.97
744,8039.0186
745,9589.953
746,12099.521
747,10434.156
748,6921.815
749,9186.592
750,5142.988
751,4608.2173
752,10022.108
753,15313.877
754,10955.533
755,10130.898
756,7404.9463
757,9930.469
758,13945.541
759,9204.239
760,9753.152
761,7803.2246
762,6579.8853
763,8942.485
764,9358.278
765,8984.732
766,7081.9717
767,6974.7456
768,6569.223
769,8966.03
770,12584.589
771,6701.449
772,7746.601
773,9336.534
774,7357.9087
775,13400.766
776,11611.481
777,11634.211
778,6665.596
779,5750.615
780,10917.63
781,8827.501
782,7716.6323
783,11423.531
784,8850.656
785,9691.172
786,7572.1577
787,12370.2295
788,11066.546
789,17237.285
790,10141.074
791,6330.0293
792,7412.6216
793,9672.399
794,7444.1963
795,9751.146
796,11734.93
797,7459.761
798,7114.8843
799,11180.579
800,8663.506
801,7347.8877
802,10509.852
803,6371.574
804,9671.716
805,11177.169
806,9021.276
807,12164.233
808,7767.7925
809,5566.9487
810,9009.396
811,8789.161
812,10710.111
813,9505.098
814,9946.603
815,9454.922
816,5534.0293
817,12524.467
818,5682.5986
819,11867.892
820,7423.074
821,7154.722
822,9760.631
823,9145.17
824,8474.05
825,11452.154
826,5889.122
827,7290.929
828,10787.681
829,11283.445
830,12224.499
831,7999.3096
832,8792.537
833,10841.147
834,9418.814
835,7399.5474
836,12945.535
837,10380.206
838,12553.782
839,6159.9785
840,8004.422
841,0.0
842,10675.116
843,7587.6484
844,12354.947
845,8303.716
846,8048.692
847,10251.8955
848,8127.5234
849,6418.428
850,9328.977
851,7537.743
852,6787.5615
853,8978.212
854,8355.319
855,18688.55
856,8057.4126
857,5853.464
858,10353.562
859,10340.243
860,9108.812
861,9670.398
862,10944.019
863,10310.747
864,7592.221
865,12379.129
866,7340.461
867,9763.599
868,10521.686
869,7073.0054
870,9290.734
871,8749.317
872,8189.0127
873,8767.685
874,13442.88
875,14898.457
876,14534.072
877,10676.569
878,9521.35
879,6210.611
880,9007.332
881,7868.55
882,13537.285
883,8545.378
884,12654.076
885,8644.458
886,11527.35
887,6308.0747
888,10645.144
889,9599.83
890,6776.3276
891,11270.033
892,7956.794
893,4616.8667
894,8632.446
895,9103.654
896,9133.033
897,9268.761
898,5114.1147
899,8422.056
900,8112.7715
901,7689.5923
902,8151.916
903,10512.676
904,16182.771
905,8035.8765
906,7749.975
907,10016.276
908,9386.251
909,8499.606
910,12995.353
911,8387.128
912,6393.3853
913,8674.385
914,7640.1494
915,11121.475
916,8014.563
917,7079.5674
918,10859.18
919,7836.4165
920,13260.623
921,4673.015
922,13684.575
923,7012.1333
924,6977.255
925,12071.173
926,8579.638
927,9527.892
928,9868.91
929,9698.287
930,7895.204
931,7724.176
932,10515.373
933,10159.01
934,12400.476
935,6415.0664
936,9404.737
937,12742.583
938,7191.6973
939,5384.6816
940,9354.187
941,7219.5034
942,7664.953
943,8764.005
944,5281.5205
945,11424.364
946,7442.7007
947,10134.255
948,11196.958
949,7063.867
950,8989.434
951,10122.389
952,10193.913
953,11600.629
954,7392.355
955,8540.615
956,7596.3584
957,7956.161
958,7219.051
959,9576.651
960,9288.559
961,9414.127
962,6925.638
963,10839.564
964,9279.41
965,8591.167
966,11114.839
967,12309.327
968,10204.451
969,10188.359
970,8263.602
971,8062.084
972,10059.147
973,11441.305
974,9637.55
975,12147.267
976,9812.309
977,9792.6875
978,7483.3354
979,9379.699
980,10243.612
981,11875.5205
982,5064.545
983,8041.6006
984,9887.742
985,9368.467
986,6225.4663
987,10884.144
988,8278.3955
989,7437.5234
990,7525.014
991,7190.1357
992,9502.802
993,11084.597
994,9623.591
995,8049.182
996,7454.2173
997,9065.455
998,5825.072
999,8014.519
1000,10078.602
1001,11163.989
1002,11314.44
1003,7760.8755
1004,13386.29
1005,7193.9946
1006,6589.6167
1007,13718.0625
1008,9261.211
1009,9449.136
1010,8778.628
1011,6954.9146
1012,7801.719
1013,6656.537
1014,11201.344
1015,14361.781
1016,7298.014
1017,5004.531
1018,7330.938
1019,10999.018
1020,11943.321
1021,10079.004
1022,14787.101
1023,6530.3115
1024,6944.4067
1025,3981.987
1026,6539.449
1027,7962.2817
1028,8748.004
1029,8668.72
1030,8058.839
1031,10057.396
1032,13083.451
1033,10089.027
1034,8322.4375
1035,11724.075
1036,13245.232
1037,8757.588
1038,11777.671
1039,7262.631
1040,9264.019
1041,5634.906
1042,10654.166
1043,7959.4126
1044,9418.287
1045,10191.47
1046,11905.817
1047,8793.647
1048,7033.827
1049,12592.361
1050,22434.932
1051,14399.249
1052,8541.118
1053,4767.5864
1054,8852.534
1055,8721.154
1056,11496.494
1057,15941.291
1058,19480.537
1059,6334.0127
1060,7883.7666
1061,10404.157
1062,7541.7085
1063,13742.554
1064,11105.285
1065,9106.485
1066,5288.1597
1067,9426.162
1068,8249.739
1069,9667.645
1070,14153.895
1071,8390.814
1072,7684.1743
1073,9511.063
1074,7672.6167
1075,6945.12
1076,10397.689
1077,7989.5547
1078,8221.317
1079,10453.839
1080,7937.7656
1081,7707.084
1082,8063.5044
1083,9408.163
1084,9292.097
1085,5619.3154
1086,8803.998
1087,6542.482
1088,6764.2383
1089,9275.955
1090,9504.618
1091,8230.286
1092,4991.1084
1093,13560.2
1094,9405.11
1095,12764.174
1096,9534.735
1097,7962.2847
1098,6934.7144
1099,6289.0195
1100,14288.139
1101,9577.054
1102,9791.792
1103,18930.777
1104,9334.784
1105,9312.051
1106,6448.223
1107,7060.1807
1108,9603.311
1109,6961.226
1110,7182.6885
1111,10786.425
1112,7526.413
1113,16715.613
1114,17805.99
1115,6023.6265
1116,6355.1055
1117,6527.1035
1118,7162.7705
1119,10694.507
1120,11743.484
1121,9862.6875
1122,11860.816
1123,5206.2905
1124,8790.41
1125,6474.8193
1126,13051.784
1127,9498.633
1128,8452.181
1129,8071.436
1130,7657.1123
1131,10221.46
1132,10051.917
1133,7755.84
1134,12587.198
1135,9665.861
1136,10862.178
1137,8437.281
1138,7244.751
1139,6939.034
1140,10614.888
1141,7598.5273
1142,10914.863
1143,8762.127
1144,11941.438
1145,6526.0366
1146,10528.864
1147,7346.429
1148,6108.844
1149,17832.115
1150,20068.516
1151,10147.534
1152,9075.185
1153,12649.601
1154,12866.679
1155,11869.553
1156,8182.11
1157,9189.943
1158,6751.654
1159,10409.844
1160,5537.841
1161,8334.124
1162,7206.7812
1163,7858.2256
1164,8167.359
1165,6607.8276
1166,9336.06
1167,8795.049
1168,6575.797
1169,9619.685
1170,7605.745
1171,11413.855
1172,11715.644
1173,11051.55
1174,8540.335
1175,7963.9175
1176,7452.903
1177,11249.061
1178,9999.846
1179,10160.488
1180,5844.3936
1181,9817.943
1182,4709.836
1183,10405.599
1184,3803.5818
1185,8629.304
1186,9937.226
1187,6844.1733
1188,6815.0713
1189,9498.844
1190,11272.277
1191,11493.856
1192,8039.1133
1193,11903.645
1194,3066.3828
1195,7548.8013
1196,8281.012
1197,5664.747
1198,9467.784
1199,9188.419
1200,5638.6855
1201,9648.643
1202,12064.954
1203,11320.598
1204,7288.385
1205,9264.653
1206,9618.469
1207,8612.222
1208,8367.922
1209,6724.0566
1210,8910.043
1211,11053.714
1212,6592.8564
1213,8206.46
1214,10316.449
1215,8041.7666
1216,16283.0205
1217,6846.4717
1218,14984.674
1219,8585.095
1220,6440.7124
1221,4063.2422
1222,7980.9727
1223,7997.544
1224,7082.0215
1225,8541.127
1226,5866.3223
1227,6475.6255
1228,9452.712
1229,5961.3643
1230,9708.66
1231,7685.594
1232,10385.116
1233,11323.829
1234,8622.644
1235,7451.9585
1236,7212.9663
1237,6780.8867
1238,7679.6963
1239,6546.7334
1240,14726.155
1241,8868.341
1242,6474.5225
1243,8632.736
1244,10262.714
1245,8112.6665
1246,8627.382
1247,10263.791
1248,5883.858
1249,6959.517
1250,7879.1963
1251,11061.99
1252,7600.0503
1253,7734.0117
1254,7305.998
1255,7165.532
1256,5347.146
1257,6532.5117
1258,10785.428
1259,10065.169
1260,12166.449
1261,15980.526
1262,9695.928
1263,8079.2217
1264,5294.7744
1265,12876.063
1266,12361.447
1267,10228.857
1268,9878.264
1269,11456.948
1270,8018.0986
1271,4560.43
1272,12502.261
1273,8451.291
1274,8056.2573
1275,8526.09
1276,7624.103
1277,15524.814
1278,8770.323
1279,6542.0283
1280,5278.29
1281,7841.923
1282,8244.214
1283,11457.556
1284,8438.481
1285,3752.6892
1286,6660.3037
1287,5594.966
1288,3597.1719
1289,8447.175
1290,14024.913
1291,6638.924
1292,6781.253
1293,9017.823
1294,6785.526
1295,8024.565
1296,7271.043
1297,7730.4507
1298,9375.978
1299,9613.529
1300,6566.4116
1301,10768.579
1302,10078.015
1303,5694.6567
1304,10071.313
1305,10350.015
1306,7466.439
1307,7958.976
1308,8206.068
1309,7919.0986
1310,6864.8345
1311,9744.738
1312,10003.109
1313,6799.245
1314,6616.8433
1315,5467.503
1316,6039.4604
1317,7649.3735
1318,10812.114
1319,7082.2505
1320,6534.3276
1321,9408.484
1322,6331.0776
1323,8111.812
1324,11505.305
1325,8512.195
1326,11398.908
1327,7525.734
1328,8767.156
1329,7491.069
1330,11141.043
1331,8965.038
1332,7890.53
1333,11176.619
1334,7911.3154
1335,8112.4224
1336,0.0
1337,9438.949
1338,8601.96
1339,9022.774
1340,8028.541
1341,8360.2705
1342,7037.015
1343,7024.3726
1344,9383.525
1345,8529.269
1346,9521.632
1347,10931.573
1348,7993.9185
1349,5638.3975
1350,13014.244
1351,6217.49
1352,4123.652
1353,9767.815
1354,10421.773
1355,14486.587
1356,6111.9155
1357,6533.869
1358,7328.9536
1359,8654.857
1360,7399.7993
1361,10298.045
1362,8103.0356
1363,9120.148
1364,7646.571
1365,6516.2197
1366,8209.557
1367,7993.4077
1368,13271.373
1369,5630.593
1370,12244.483
1371,9333.014
1372,10372.462
1373,6767.0776
1374,10076.101
1375,7371.06
1376,10021.882
1377,10957.666
1378,7021.814
1379,7860.619
1380,9016.05
1381,11914.054
1382,5808.6616
1383,6187.887
1384,9760.464
1385,8015.721
1386,9981.862
1387,7796.4087
1388,8365.376
1389,11173.762
1390,9402.155
1391,9942.57
1392,9583.694
1393,8125.291
1394,10226.983
1395,14791.805
1396,9020.318
1397,6220.38
1398,8141.7295
1399,5684.495
1400,0.0
1401,11362.606
1402,6979.9653
1403,9484.28
1404,5774.988
1405,7890.642
1406,7462.8716
1407,9876.857
1408,5953.8457
1409,6951.924
1410,7369.6094
1411,8133.4053
1412,5507.4585
1413,8948.9375
1414,9138.464
1415,13420.272
1416,9887.937
1417,8288.758
1418,7454.0957
1419,5164.0156
1420,7700.733
1421,11530.614
1422,12172.988
1423,6206.745
1424,10948.647
1425,10227.937
1426,6510.708
1427,9192.333
1428,10275.385
1429,10419.368
1430,9537.98
1431,9592.934
1432,11032.296
1433,9863.415
1434,8586.241
1435,8774.132
1436,8035.043
1437,7054.9155
1438,6892.8984
1439,7520.7734
1440,11184.362
1441,16633.295
1442,7550.9883
1443,7120.5474
1444,10456.483
1445,4807.9917
1446,8217.015
1447,5879.869
1448,11740.088
1449,7407.99
1450,7302.8184
1451,14574.101
1452,10940.934
1453,7453.73
1454,11195.6875
1455,4417.1943
1456,6118.2812
1457,6675.8643
1458,8735.053
1459,9156.4795
1460,5442.2363
1461,9970.095
1462,7213.2305
1463,9838.093
1464,10083.255
1465,4737.7285
1466,8662.234
1467,10282.662
1468,11537.826
1469,8381.041
1470,7139.3003
1471,9053.955
1472,6383.8037
1473,9318.969
1474,6394.3296
1475,6846.65
1476,9003.624
1477,8698.741
1478,5774.723
1479,7844.141
1480,9289.382
1481,12504.16
1482,13248.583
1483,6853.8975
1484,8236.101
1485,6334.3643
1486,9034.872
1487,5777.105
1488,9203.8
1489,7097.1562
1490,12634.158
1491,7895.8213
1492,7607.566
1493,8252.534
1494,5550.064
1495,9377.918
1496,6683.917
1497,15856.698
1498,10304.205
1499,7087.352
1500,7777.977
1501,4893.6562
1502,8768.473
1503,15394.457
1504,7912.4604
1505,7076.814
1506,10382.797
1507,7612.636
1508,9159.919
1509,9421.817
1510,8477.926
1511,5725.1724
1512,8193.278
1513,10560.75
1514,8302.637
1515,8182.2285
1516,10816.906
1517,7907.9146
1518,8462.723
1519,7882.0825
1520,5127.0576
1521,10035.571
1522,9244.249
1523,5893.649
1524,9186.709
1525,9279.834
1526,6002.399
1527,11726.657
1528,7920.8906
1529,8962.824
1530,7424.81
1531,9425.69
1532,8591.3545
1533,0.0
1534,8466.472
1535,8351.704
1536,6919.3237
1537,8166.451
1538,6787.9146
1539,7933.954
1540,8709.036
1541,11007.883
1542,11298.023
1543,7925.3677
1544,10338.064
1545,7472.235
1546,12018.247
1547,10576.034
1548,7744.4927
1549,3960.299
1550,7260.4116
1551,6977.883
1552,6846.399
1553,12067.065
1554,6220.2065
1555,8786.872
1556,13503.83
1557,6888.724
1558,6078.232
1559,12020.046
1560,12097.441
1561,5834.292
1562,12164.974
1563,11455.298
1564,7880.2773
1565,8624.191
1566,8096.479
1567,11418.467
1568,8053.878
1569,8305.534
1570,6720.8877
1571,7702.809
1572,9883.434
1573,7817.324
1574,8808.327
1575,7599.308
1576,8982.436
1577,5813.658
1578,10087.722
1579,8181.141
1580,7759.6685
1581,8683.015
1582,10744.534
1583,11242.445
1584,9212.808
1585,7944.993
1586,6697.1255
1587,8502.907
1588,7357.8066
1589,5387.885
1590,4937.713
1591,9994.423
1592,6429.2905
1593,8744.403
1594,9781.692
1595,6724.49
1596,10434.18
1597,6163.3677
1598,6269.166
1599,9507.188
1600,8086.322
1601,8678.564
1602,11502.386
1603,10103.632
1604,6662.9316
1605,7733.2764
1606,4526.449
1607,4085.2373
1608,10378.387
1609,14173.353
1610,8977.303
1611,9468.144
1612,6925.1704
1613,8381.882
1614,13931.987
1615,8153.1484
1616,10430.26
1617,6860.016
1618,6138.8125
1619,8999.629
1620,6363.59
1621,7107.756
1622,7053.6333
1623,6785.185
1624,5233.8755
1625,8697.209
1626,9242.936
1627,7702.687
1628,7118.531
1629,8982.58
1630,7136.221
1631,12911.334
1632,12956.949
1633,10966.111
1634,7800.147
1635,7439.004
1636,9953.192
1637,8030.88
1638,7247.2046
1639,10941.212
1640,12460.621
1641,8093.809
1642,7112.5293
1643,11719.956
1644,11027.261
1645,17307.623
1646,9384.367
1647,7186.7905
1648,6151.473
1649,8510.877
1650,6989.876
1651,11041.539
1652,12387.558
1653,7140.747
1654,6516.1646
1655,10371.156
1656,10321.04
1657,6568.4854
1658,9509.544
1659,5367.4214
1660,8963.147
1661,11128.633
1662,9502.471
1663,8965.016
1664,7801.575
1665,5400.237
1666,8460.301
1667,8276.006
1668,9908.644
1669,10610.175
1670,9916.356
1671,11475.473
1672,6996.7583
1673,11688.159
1674,5186.5806
1675,11615.142
1676,7946.714
1677,6358.5923
1678,9494.158
1679,9081.096
1680,8418.055
1681,10768.145
1682,7091.0386
1683,7321.933
1684,9295.582
1685,11152.085
1686,11202.777
1687,6802.383
1688,7963.6074
1689,8808.211
1690,8476.706
1691,6782.712
1692,12429.182
1693,10065.531
1694,12537.257
1695,7428.3857
1696,7390.131
1697,0.0
1698,8272.384
1699,6763.718
1700,12012.42
1701,9697.954
1702,7465.2085
1703,9103.03
1704,7267.4893
1705,6099.6904
1706,10495.902
1707,5991.8247
1708,7613.566
1709,8662.508
1710,7730.528
1711,17446.65
1712,7837.614
1713,5581.9966
1714,12697.181
1715,13095.536
1716,8196.918
1717,8885.597
1718,7086.235
1719,7015.971
1720,8164.087
1721,7596.0493
1722,7427.3315
1723,9821.851
1724,8017.591
1725,7472.15
1726,9747.075
1727,9614.946
1728,5143.6816
1729,7929.2705
1730,13190.84
1731,13838.774
1732,15548.896
1733,10882.167
1734,6837.021
1735,7787.1147
1736,5869.7476
1737,11052.382
1738,14997.08
1739,11669.319
1740,8417.123
1741,9624.782
1742,12496.594
1743,6907.1333
1744,10490.898
1745,10091.225
1746,8554.134
1747,7757.1387
1748,7492.676
1749,4197.936
1750,8552.265
1751,5866.827
1752,9088.946
1753,8004.5825
1754,5096.8955
1755,10131.062
1756,9651.374
1757,6885.6104
1758,8584.567
1759,7356.462
1760,14816.289
1761,8239.056
1762,11615.52
1763,7367.526
1764,9497.207
1765,7983.0933
1766,13053.706
1767,7589.0684
1768,6735.5747
1769,8266.984
1770,7511.247
1771,8892.19
1772,10678.914
1773,9338.479
1774,9348.836
1775,8192.338
1776,14915.063
1777,4631.817
1778,16742.59
1779,8963.411
1780,7424.0317
1781,14892.804
1782,8432.088
1783,9281.733
1784,8902.827
1785,9687.259
1786,7546.737
1787,7225.851
1788,9801.817
1789,9781.14
1790,11984.347
1791,6769.724
1792,9007.4795
1793,12843.96
1794,7051.3843
1795,5286.5674
1796,9861.427
1797,6771.9517
1798,7285.506
1799,9355.281
1800,5167.518
1801,9204.878
1802,7887.336
1803,10587.841
1804,8837.065
1805,6837.37
1806,9501.874
1807,7940.8853
1808,10885.75
1809,12426.238
1810,6967.0464
1811,7633.1685
1812,6846.686
1813,8152.9805
1814,7116.2183
1815,10099.744
1816,8913.701
1817,7812.7686
1818,6757.6553
1819,10335.187
